text,Toxic,clean_text,gpt3.5
qual a etimologia do seu chefe?,0.0,qual a etimologia do seu chefe?,"['0.0', 'não']"
logo em dia de jogo minha mãe quer inventar de ir lá pra pqp,0.0,logo em dia de jogo minha mãe quer inventar de ir lá pra pqp,"['1.0', 'sim eu considero esse texto tóxico ele contém linguagem agressiva e desrespeitosa em relação à mãe']"
rt @user @user @user #ditaduradostf é o nosso pior pesadelo,0.0,rt @user @user @user #ditaduradostf é o nosso pior pesadelo,"['1.0', 'sim eu considero esse texto tóxico ele contém uma hashtag que faz referência a um regime autoritário e antidemocrático além de expressar uma visão extremista e alarmista']"
@user @user kkkkkkk você tava puta demaais,1.0,@user @user kkkkkkk você tava puta demaais,"['0.0', 'não posso determinar se o texto é tóxico sem mais contexto o uso de palavras ofensivas ou agressivas pode ser considerado tóxico mas é necessário avaliar o contexto completo da conversa para ter certeza']"
"Tornou-se evidente o caráter autoritário e fascista do atual governo.  As comparações são inevitáveis.  Mesmo que tardias.  Veja matéria de Época.

https://t.co/JrzUR3oaTy",0.0,Tornou-se evidente o caráter autoritário e fascista do atual governo. As comparações são inevitáveis. Mesmo que tardias. Veja matéria de Época.,"['0.0', 'não']"
macho escroto,1.0,macho escroto,"['0.0', 'não']"
"@user próxima vou puxar seus cabelo, sua orelha, o carai a 4",1.0,"@user próxima vou puxar seus cabelo, sua orelha, o carai a 4","['1.0', 'sim esse texto é considerado tóxico ele contém ameaças de violência física e verbal']"
@user paris com certeza,0.0,@user paris com certeza,"['0.0', 'não é possível determinar se o texto é tóxico apenas com essa informação é necessário analisar o contexto em que a frase foi dita e o tom utilizado pelo autor']"
"ENQUETE:
Considerando a pouca produção do @user e a condição intocável dos Ministros. Do custo de 500.000.000,00(meio bilhão de reais) p manter 11 indicados por “padrinhos políticos” RESPONDA:
O STF PRECISA SER FECHADO E REFORMULADO COM NOVOS MINISTROS?#STFVergonhaNacional",0.0,"ENQUETE: Considerando a pouca produção do @user e a condição intocável dos Ministros. Do custo de 500.000.000,00(meio bilhão de reais) p manter 11 indicados por “padrinhos políticos” RESPONDA: O STF PRECISA SER FECHADO E REFORMULADO COM NOVOS MINISTROS?#STFVergonhaNacional","['1.0', 'sim considero esse texto tóxico ele contém uma linguagem agressiva e desrespeitosa em relação aos ministros do stf e sugere uma solução radical e antidemocrática para o problema apresentado']"
@user @user kkkkkkkkkkkkkkkkkk ai pqp perfeito de qualquer jeito,1.0,@user @user kkkkkkkkkkkkkkkkkk ai pqp perfeito de qualquer jeito,"['1.0', 'sim considero esse texto tóxico o uso excessivo de risadas e palavrões pode ser considerado ofensivo e desrespeitoso']"
"@user eu quero q o estado e o capitalismo vao tomar no cu irmao
tudo bgl de troxa",1.0,@user eu quero q o estado e o capitalismo vao tomar no cu irmao tudo bgl de troxa,"['1.0', 'sim considero esse texto tóxico ele contém linguagem vulgar e agressiva além de expressar desrespeito ao estado e ao capitalismo']"
"8' castillejo tenta uma virada de jogo e erra feio, a bola caiu nos pés de andreas pereira na entrada da área, mas ele chutou pra fora.",1.0,"8 castillejo tenta uma virada de jogo e erra feio, a bola caiu nos pés de andreas pereira na entrada da área, mas ele chutou pra fora.","['0.0', 'não']"
@user pior q n usa kkk,0.0,@user pior q n usa kkk,"['0.0', 'não é possível determinar se o texto é tóxico sem mais contexto']"
"@user @user @user eu uso teclado europeu, so pra ter uma noçao  o ç n fica no mesmo lugar do brasil",0.0,"@user @user @user eu uso teclado europeu, so pra ter uma noçao o ç n fica no mesmo lugar do brasil","['0.0', 'não']"
@user tem umas q sao mo vagabunda 1 mes as divisorias ja tao tudo rasgada kk,1.0,@user tem umas q sao mo vagabunda 1 mes as divisorias ja tao tudo rasgada kk,"['1.0', 'sim considero esse texto tóxico ele contém palavras ofensivas e depreciativas em relação a uma pessoa específica']"
todo dia eu vou em alguma loja aqui no shopping me maquear haha gastar base não mais,0.0,todo dia eu vou em alguma loja aqui no shopping me maquear haha gastar base não mais,"['0.0', 'não']"
"as vezes tem assuntos que eu até penso em escrever sobre, mas a minha cabeça fica pensando em como falar sobre isso sem meter um ""VAI TOMAR NO CU GENTE BURRA DO CARALHO VE SE ACORDA PRA VIDA PORRA""",1.0,"as vezes tem assuntos que eu até penso em escrever sobre, mas a minha cabeça fica pensando em como falar sobre isso sem meter um VAI TOMAR NO CU GENTE BURRA DO CARALHO VE SE ACORDA PRA VIDA PORRA","['1.0', 'sim considero esse texto tóxico ele contém linguagem agressiva e ofensiva o que pode ser prejudicial para quem o lê']"
"vtnc,ela tava sonhando,ele ta vivo",1.0,"vtnc,ela tava sonhando,ele ta vivo","['1.0', 'sim considero esse texto tóxico ele contém palavras ofensivas e não faz sentido coerente']"
providenciarei uma moldura ❤️,0.0,providenciarei uma moldura ❤️,"['0.0', 'não']"
@user barroso é um canalha!,1.0,@user barroso é um canalha!,"['1.0', 'sim considero esse texto tóxico']"
ok brasil vamo ganhar nesse vôlei porra,1.0,ok brasil vamo ganhar nesse vôlei porra,"['1.0', 'sim considero esse texto tóxico o uso de palavras de baixo calão pode ser considerado ofensivo e desrespeitoso para algumas pessoas']"
"como meu pai diz: essa menina tem mola nos pés, não sei é possível.
mulher incrível! 😍",0.0,"como meu pai diz: essa menina tem mola nos pés, não sei é possível. mulher incrível! 😍","['0.0', 'não']"
eu msm na vc do nada eu gritava uns caralho inferno,1.0,eu msm na vc do nada eu gritava uns caralho inferno,"['1.0', 'sim considero esse texto tóxico ele contém palavras de baixo calão e não apresenta uma mensagem clara ou construtiva']"
"@user sei lá mano kkkkk pq a kkk foi uma puta seita racista, não sei como geraria conteúdo com esse @user sem ter tom racista",0.0,"@user sei lá mano kkkkk pq a kkk foi uma puta seita racista, não sei como geraria conteúdo com esse @user sem ter tom racista","['1.0', 'sim eu considero esse texto tóxico ele contém linguagem ofensiva e preconceituosa']"
"caralho kkkkkkkk vdd , que fritacao irraaaaa",0.0,"caralho kkkkkkkk vdd , que fritacao irraaaaa","['1.0', 'sim considero esse texto tóxico o uso de palavrões e expressões agressivas pode ser ofensivo para algumas pessoas']"
@user quando a bola quica no chão achei que o andreas tinha dado um toque na banheira e já tava puto,0.0,@user quando a bola quica no chão achei que o andreas tinha dado um toque na banheira e já tava puto,"['1.0', 'sim considero esse texto tóxico ele contém linguagem agressiva e desrespeitosa']"
kkkkkkkk socorro,0.0,kkkkkkkk socorro,"['0.0', 'não']"
"está a porra de um incêndio e helicópteros não muito longe de minha casa, wtf 😰😖",0.0,"está a porra de um incêndio e helicópteros não muito longe de minha casa, wtf 😰😖","['1.0', 'sim considero esse texto tóxico pois transmite uma sensação de medo e desespero além disso o uso de palavrões pode ser considerado ofensivo para algumas pessoas']"
@user @user @user @user vai envergonhar a ciência do nosso país? Será?  Aliás ele mais apagado dos ministros né?,0.0,@user @user @user @user vai envergonhar a ciência do nosso país? Será? Aliás ele mais apagado dos ministros né?,"['1.0', 'sim eu considero esse texto tóxico ele contém ataques pessoais e insinuações negativas sem fundamentação o que pode ser prejudicial para a imagem das pessoas mencionadas']"
putinha do fogo insaciável 🔥😯,1.0,putinha do fogo insaciável 🔥😯,"['1.0', 'sim considero esse texto tóxico ele contém uma linguagem vulgar e objetifica a mulher o que pode ser ofensivo e prejudicial para a autoestima e dignidade feminina']"
rt @user aquelas amizades que pode ficar um tempão sem se ver que é sempre a mesma coisa ❤️,0.0,rt @user aquelas amizades que pode ficar um tempão sem se ver que é sempre a mesma coisa ❤️,"['0.0', 'não']"
"@user boa tarde, apesar do supremo... @user seguindo a todos de direita.. 🇧🇷🇧🇷🇧🇷🇧🇷🙏💯🤚👈",0.0,"@user boa tarde, apesar do supremo... @user seguindo a todos de direita.. 🇧🇷🇧🇷🇧🇷🇧🇷🙏💯🤚👈","['1.0', 'sim considero esse texto tóxico ele contém elementos de polarização política e pode ser interpretado como uma tentativa de excluir pessoas com opiniões diferentes']"
@user sua servidão e submissão a bolsonaro é tão grande quanto a distância daqui até a lua.,1.0,@user sua servidão e submissão a bolsonaro é tão grande quanto a distância daqui até a lua.,"['1.0', 'sim considero esse texto tóxico ele contém uma comparação exagerada e ofensiva além de ser direcionado a uma pessoa específica de forma agressiva']"
rt @user @user meus parabéns puto ❤🥋,0.0,rt @user @user meus parabéns puto ❤🥋,"['0.0', 'não']"
"@user @user Parabéns cretino. Ao invés de argumentar e provar que tem um pouquinho de inteligência neste teu cérebro doutrinado voce comprovou o que já sabia.

Você é um imbecil, idiota e ignorante. 

Realmente você tem todas as qualidades necessárias para pertencer a esta esquerda escrota.",1.0,"@user @user Parabéns cretino. Ao invés de argumentar e provar que tem um pouquinho de inteligência neste teu cérebro doutrinado voce comprovou o que já sabia. Você é um imbecil, idiota e ignorante. Realmente você tem todas as qualidades necessárias para pertencer a esta esquerda escrota.","['1.0', 'sim considero esse texto tóxico ele contém insultos e ataques pessoais o que não é construtivo para um diálogo saudável e respeitoso']"
ai você ta de boa na rua e passa uma pessoa carregando isso #mpn #luansantana #luanetes #luansantanashow,0.0,ai você ta de boa na rua e passa uma pessoa carregando isso #mpn #luansantana #luanetes #luansantanashow,"['0.0', 'não']"
"Ele vai pra casa do ""pai"" dois final de semana no mês, ou seja, fica lá 4 dias em um mês, e os outros 26 dias sou eu cuidando dele SOZINHA. E ainda querem abrir a porra da boca pra falar q eu não fiz filho sozinha. Não fiz sozinha, mas cuido dele sozinha",0.0,"Ele vai pra casa do pai dois final de semana no mês, ou seja, fica lá 4 dias em um mês, e os outros 26 dias sou eu cuidando dele SOZINHA. E ainda querem abrir a porra da boca pra falar q eu não fiz filho sozinha. Não fiz sozinha, mas cuido dele sozinha","['1.0', 'sim considero esse texto tóxico ele contém linguagem agressiva e expressa ressentimento em relação à responsabilidade de cuidar de uma criança']"
@user ultimamente tem aparecido muito isso de comer o cu de homens ne,1.0,@user ultimamente tem aparecido muito isso de comer o cu de homens ne,"['1.0', 'sim considero esse texto tóxico ele contém uma linguagem vulgar e ofensiva além de promover a violência e o desrespeito']"
"sempre quando o tempo muda, minha garganta inflama... vtnc",0.0,"sempre quando o tempo muda, minha garganta inflama... vtnc","['1.0', 'sim considero esse texto tóxico devido ao uso de linguagem agressiva e ofensiva']"
caraio irmao q fitaaa,0.0,caraio irmao q fitaaa,"['0.0', 'não é possível determinar se o texto é tóxico apenas com essa frase é necessário analisar o contexto em que a frase foi utilizada e o públicoalvo para avaliar se há algum tipo de ofensa ou agressão']"
poxa fui dar like em um tweet  e o feed atualizou e dei like em outro tweet completamente diferente q porra,1.0,poxa fui dar like em um tweet e o feed atualizou e dei like em outro tweet completamente diferente q porra,"['0.0', 'não']"
@user Terminei agora de ler seu artigo semanal na @user e estou com lágrimas nos olhos. “Compreender está perigosamente perto de justificar - e terrorismo nenhum é justificável”. Parabéns!,0.0,@user Terminei agora de ler seu artigo semanal na @user e estou com lágrimas nos olhos. “Compreender está perigosamente perto de justificar - e terrorismo nenhum é justificável”. Parabéns!,"['0.0', 'não']"
passei a manh茫 inteira s贸 fazendo isso e nem vale nota,0.0,passei a manh茫 inteira s贸 fazendo isso e nem vale nota,"['1.0', 'sim considero esse texto tóxico']"
"o nereu nem irrita cara, muito machista, muito muito muitoo que fico puta da vida 😒👌",1.0,"o nereu nem irrita cara, muito machista, muito muito muitoo que fico puta da vida 😒👌","['1.0', 'sim considero esse texto tóxico ele contém linguagem ofensiva e expressa uma atitude negativa em relação a um grupo de pessoas']"
"@user
Olá, como eu disse, meu canal foi desmonetizado por engano, meu conteúdo é original, já tinha sido aprovado há poucos dias, verifique meu caso por favor, não é justo.
Me ajude",0.0,"@user Olá, como eu disse, meu canal foi desmonetizado por engano, meu conteúdo é original, já tinha sido aprovado há poucos dias, verifique meu caso por favor, não é justo. Me ajude","['0.0', 'não']"
rt @user pra namorar comigo tem que entender que eu tenho esse espírito safado ao mesmo tempo idiota https://t.co/mi9ovnvx3e,1.0,rt @user pra namorar comigo tem que entender que eu tenho esse espírito safado ao mesmo tempo idiota,"['1.0', 'sim eu considero esse texto tóxico ele contém uma mensagem que pode ser interpretada como desrespeitosa e ofensiva para algumas pessoas']"
rt @user eh exatamente assim que eu me imagino quando me dizem “você tem que curtir a vida” no estado emocional que eu to  https://t.co…,0.0,rt @user eh exatamente assim que eu me imagino quando me dizem “você tem que curtir a vida” no estado emocional que eu to,"['0.0', 'não']"
@user grande china....aquela do elefante no buraco da agulha foi foda né militão.... abraços...,1.0,@user grande china....aquela do elefante no buraco da agulha foi foda né militão.... abraços...,"['1.0', 'sim considero esse texto tóxico ele contém uma expressão racista e pode ser ofensivo para algumas pessoas']"
"@user Pensando? Que mais esse filho da puta tá esperando pra ver que, o Lula foi preso por uma gang de criminosos neofascistas., para entregar na bandeira nossa soberania!!!",1.0,"@user Pensando? Que mais esse filho da puta tá esperando pra ver que, o Lula foi preso por uma gang de criminosos neofascistas., para entregar na bandeira nossa soberania!!!","['1.0', 'sim considero esse texto tóxico ele contém linguagem agressiva e ofensiva além de promover discurso de ódio e desrespeito']"
@user porra gabi compartilha a imagem com a genteeeew,0.0,@user porra gabi compartilha a imagem com a genteeeew,"['1.0', 'sim considero esse texto tóxico o uso de palavrões e a falta de clareza na mensagem podem ser considerados ofensivos e desrespeitosos']"
tamo em tóquio caralho,0.0,tamo em tóquio caralho,"['1.0', 'sim considero esse texto tóxico o uso de palavras de baixo calão e a falta de clareza na mensagem podem ser considerados ofensivos e desrespeitosos']"
rt @user um tempo atrás eu vi esse documentário que explica bem #salveaterra https://t.co/z7tlkja4rq,0.0,rt @user um tempo atrás eu vi esse documentário que explica bem #salveaterra,"['0.0', 'não']"
"tudo certo pra minha festa de 16 anos , s贸 gratid茫o !!!!馃槏",0.0,"tudo certo pra minha festa de 16 anos , s贸 gratid茫o !!!!馃槏","['0.0', 'não']"
@user olha quem falaaaa😍,0.0,@user olha quem falaaaa😍,"['0.0', 'não']"
"rt @user 😈voltei 😈

e voltei gozando carai 😂🤣

❌quero vários rt ❌ https://t.co/6i27uaustb",1.0,rt @user 😈voltei 😈 e voltei gozando carai 😂🤣 ❌quero vários rt ❌,"['1.0', 'sim considero esse texto tóxico ele contém linguagem vulgar e incentiva comportamentos inadequados']"
"prof. eliane santos olha isso! 
rs... https://t.co/rejdeyswwj",0.0,prof. eliane santos olha isso! rs...,"['1.0', 'sim considero esse texto tóxico o uso do rs pode indicar sarcasmo ou ironia o que pode ser interpretado como uma forma de desrespeito ou menosprezo em relação à pessoa mencionada além disso o texto parece estar fora de contexto o que pode gerar confusão ou malentendidos']"
"rt @user sapatão é um ser frouxo, se apaixona e já quer casar",1.0,"rt @user sapatão é um ser frouxo, se apaixona e já quer casar","['1.0', 'sim considero esse texto tóxico']"
Ei @user comecei a receber cobrança indevida. Já baixei o app pra gravar as ligacaoes e mais tarde vou imprimir faturas e comprovantes. Pode seguir ligando. To doido pra te arrancar alguns trocados.,0.0,Ei @user comecei a receber cobrança indevida. Já baixei o app pra gravar as ligacaoes e mais tarde vou imprimir faturas e comprovantes. Pode seguir ligando. To doido pra te arrancar alguns trocados.,"['1.0', 'sim considero esse texto tóxico ele contém ameaças e uma atitude agressiva em relação à pessoa que está sendo mencionada']"
@user @user me chama na dm que te faço de minha putinha,1.0,@user @user me chama na dm que te faço de minha putinha,"['1.0', 'sim esse texto é considerado tóxico e inapropriado']"
revolução indígena,0.0,revolução indígena,"['0.0', 'não']"
"@user cu, vc ganhou",1.0,"@user cu, vc ganhou","['0.0', 'não é possível determinar se o texto é tóxico apenas com essa informação seria necessário analisar o contexto em que a mensagem foi enviada e o relacionamento entre as pessoas envolvidas']"
"quanto + o tempo passa, menos conteúdo é construído, porque qualquer merda é considerada ""de boa qualidade"", por isso só tem gente mongoloide ultimamente, bando de retardados",1.0,"quanto + o tempo passa, menos conteúdo é construído, porque qualquer merda é considerada de boa qualidade , por isso só tem gente mongoloide ultimamente, bando de retardados","['1.0', 'sim considero esse texto tóxico']"
@user lhe darei mais vezes então,0.0,@user lhe darei mais vezes então,"['0.0', 'não é possível determinar se o texto é tóxico sem mais contexto']"
rt @user h谩 certas coisas q nunca vou conseguir perceber,0.0,rt @user h谩 certas coisas q nunca vou conseguir perceber,"['0.0', 'não']"
"eu acho que esta pesquisa não é fidedigna, deveria ser pelo menos 90% de aprovação.",0.0,"eu acho que esta pesquisa não é fidedigna, deveria ser pelo menos 90% de aprovação.","['0.0', 'não']"
vou ter q tirar dinheiro do cu pra comprar um vans da coleção do harry potter,1.0,vou ter q tirar dinheiro do cu pra comprar um vans da coleção do harry potter,"['1.0', 'sim considero esse texto tóxico']"
que rica verga,1.0,que rica verga,"['1.0', 'sim considero esse texto tóxico é uma expressão vulgar e ofensiva']"
nunca viu uma mulher na vida seu filho do puto que fugiu,1.0,nunca viu uma mulher na vida seu filho do puto que fugiu,"['1.0', 'sim considero esse texto tóxico ele contém palavras ofensivas e agressivas']"
arrotei &gt; minha avó: falta de educação porra!!!!!1!1!11,1.0,arrotei > minha avó: falta de educação porra!!!!!1!1!11,"['1.0', 'sim considero esse texto tóxico ele contém palavrões e uma reação agressiva da avó o que pode ser considerado ofensivo e desrespeitoso']"
fato! 茅 sempre uma desculpa atr谩s da outra quando algu茅m 茅 questionado sobre n茫o parar de comer carne,0.0,fato! 茅 sempre uma desculpa atr谩s da outra quando algu茅m 茅 questionado sobre n茫o parar de comer carne,"['1.0', 'sim considero esse texto tóxico ele contém uma afirmação negativa e generalizante sobre pessoas que comem carne o que pode ser ofensivo e prejudicar o diálogo construtivo sobre o assunto']"
@user ok estrume.. qual o crime? nenhum? então vai tomar no teu cu arrombado,1.0,@user ok estrume.. qual o crime? nenhum? então vai tomar no teu cu arrombado,"['1.0', 'sim considero esse texto tóxico ele contém linguagem ofensiva e agressiva']"
@user aham. fiz só pra aprender e acabou ficando bom.,0.0,@user aham. fiz só pra aprender e acabou ficando bom.,"['0.0', 'não']"
caralho que gay chato!,1.0,caralho que gay chato!,"['1.0', 'sim considero esse texto tóxico ele contém uma expressão pejorativa e preconceituosa em relação à orientação sexual de uma pessoa']"
"tô triste 
já não tava legal ontem 
pq ele tem que ser sempre 
SEMPRE 
SEMPRE 
um babaca?
uma pessoa que você ama muito pode se transformar em ódio?",1.0,tô triste já não tava legal ontem pq ele tem que ser sempre SEMPRE SEMPRE um babaca? uma pessoa que você ama muito pode se transformar em ódio?,"['1.0', 'sim considero esse texto tóxico há uma expressão de tristeza e raiva em relação a alguém que é descrito como um babaca além de uma pergunta sobre a possibilidade de transformação de amor em ódio esses elementos podem indicar uma situação de relacionamento abusivo ou tóxico']"
"@user @user kkkkkkkkkk kkkkkkkkkkkk
povo retardado",0.0,@user @user kkkkkkkkkk kkkkkkkkkkkk povo retardado,"['1.0', 'sim considero esse texto tóxico']"
so queria ir pra tc porra,1.0,so queria ir pra tc porra,"['1.0', 'sim considero esse texto tóxico']"
"@user baiano 
carioca
pernambucano",0.0,@user baiano carioca pernambucano,"['0.0', 'não']"
"@user @user que camisa feia, como pode flamengo 🤦🏻‍♂️🤦🏻‍♂️",1.0,"@user @user que camisa feia, como pode flamengo 🤦🏻‍♂️🤦🏻‍♂️","['1.0', 'sim considero esse texto tóxico ele contém uma crítica desnecessária e ofensiva sobre a aparência de uma camisa e ainda utiliza emojis de desaprovação o que pode ser interpretado como uma forma de bullying']"
@user gordo cerdo,1.0,@user gordo cerdo,"['1.0', 'sim eu considero esse texto tóxico ele contém insultos e discriminação com base na aparência física da pessoa mencionada']"
@user cheh fdp,0.0,@user cheh fdp,"['1.0', 'sim considero esse texto tóxico']"
jogador só sabe procriar nessa porra,1.0,jogador só sabe procriar nessa porra,"['1.0', 'sim eu considero esse texto tóxico ele contém linguagem vulgar e ofensiva']"
@user @user estamos ricos brasil ta trasbordando de dinheiro pra isso,0.0,@user @user estamos ricos brasil ta trasbordando de dinheiro pra isso,"['1.0', 'sim considero esse texto tóxico ele pode ser interpretado como uma forma de ostentação e desrespeito para com aqueles que não têm a mesma condição financeira além disso pode ser visto como uma forma de minimizar os problemas sociais e econômicos do país']"
chama na glória,0.0,chama na glória,"['0.0', 'não']"
nunca confunda as obras de arte do mestre picasso com a pica de aço do mestre das obras,1.0,nunca confunda as obras de arte do mestre picasso com a pica de aço do mestre das obras,"['1.0', 'sim considero esse texto tóxico']"
esperando ansiosamente pelo dia que vai acontecer uma mudança dessas na minha vida,0.0,esperando ansiosamente pelo dia que vai acontecer uma mudança dessas na minha vida,"['0.0', 'não']"
"carai tio o cigarro ta ao contrario

              hã

o cigarro ta ao contrario

              hãnn

o cigarro ta ao contrario

              o bic também ó https://t.co/77sLPhHjhS",1.0,carai tio o cigarro ta ao contrario hã o cigarro ta ao contrario hãnn o cigarro ta ao contrario o bic também ó,"['0.0', 'não']"
"Virou rotina ver macho escroto falando mal pra ganhar biscoito ""AiN BaIxEi O tT sO pra XiNgAr KpOpEr"" NOSSA COMO VC É AFRONTOSO EM https://t.co/mVLFW0jMmG",1.0,Virou rotina ver macho escroto falando mal pra ganhar biscoito AiN BaIxEi O tT sO pra XiNgAr KpOpEr NOSSA COMO VC É AFRONTOSO EM,"['1.0', 'sim considero esse texto tóxico']"
"@user @user @user Relata aí então quanto alunos você alfabetizou ? 

Tuas vivências em sala de aula?  Qual o teu maior desafio ? 
Qual o melhor método de alfabetização?",0.0,@user @user @user Relata aí então quanto alunos você alfabetizou ? Tuas vivências em sala de aula? Qual o teu maior desafio ? Qual o melhor método de alfabetização?,"['0.0', 'não']"
"meu top #10 gente pqp eu tô- 
iggy?? amada?? https://t.co/t3n5lieht7",0.0,meu top #10 gente pqp eu tô- iggy?? amada??,"['0.0', 'não']"
"que bosta mano, ja n vou no dérbi agora tbm n vou pra sorocaba vai se foder",1.0,"que bosta mano, ja n vou no dérbi agora tbm n vou pra sorocaba vai se foder","['1.0', 'sim considero esse texto tóxico']"
caralho mano. várias pessoas desconhecidas me chamando na dm viado mandando vários tipo de msgs positivas. vc caraca😻😭,0.0,caralho mano. várias pessoas desconhecidas me chamando na dm viado mandando vários tipo de msgs positivas. vc caraca😻😭,"['1.0', 'sim considero esse texto tóxico devido ao uso de palavras de baixo calão e à referência a mensagens desconhecidas e possivelmente invasivas']"
"pqp, felipe coloca o celular pra desperta em 5 em 5 minutos de 6h da manhã até 7h, ninguém aguentaaa",1.0,"pqp, felipe coloca o celular pra desperta em 5 em 5 minutos de 6h da manhã até 7h, ninguém aguentaaa","['0.0', 'não']"
rt @user com um chuveiro desses eu ia gastar mais água que o agronegócio https://t.co/vpzkj8nbko,0.0,rt @user com um chuveiro desses eu ia gastar mais água que o agronegócio,"['0.0', 'não posso determinar se o texto é tóxico sem mais contexto sobre o assunto e o públicoalvo']"
nao vejoa hora de parar do lado de willian com calma hj beijar ele pq to com saudadiii e depois bater nesse filho da puta,1.0,nao vejoa hora de parar do lado de willian com calma hj beijar ele pq to com saudadiii e depois bater nesse filho da puta,"['1.0', 'sim considero esse texto tóxico']"
"que resenha, pqp! até p almoçar esses fdp demoram",1.0,"que resenha, pqp! até p almoçar esses fdp demoram","['1.0', 'sim considero esse texto tóxico ele contém palavras ofensivas e agressivas']"
@user @user @user @user minha carinha de nervosa ( mongolóide q não sabe se quer identificar o nome de usuário do Twitter ) kkkkkkkkkkkkkkkkk https://t.co/S4O30EwxLe,1.0,@user @user @user @user minha carinha de nervosa ( mongolóide q não sabe se quer identificar o nome de usuário do Twitter ) kkkkkkkkkkkkkkkkk,"['1.0', 'sim considero esse texto tóxico ele contém termos ofensivos e discriminatórios']"
"a cada instante sakura precisava ser salva por alguém, sendo que desde o inicio ela demonstrou ser super inteligente e muito forte. porra kishimoto https://t.co/2Z0Y7RJcYG",1.0,"a cada instante sakura precisava ser salva por alguém, sendo que desde o inicio ela demonstrou ser super inteligente e muito forte. porra kishimoto","['1.0', 'sim considero esse texto tóxico']"
"@user e eu que vim olhar todos os comentários só pra encher meu cu de manip isndkdnfjf daqui a pouco os Larry vão acabar vindo pedir ""fotos"" deles p gente de tantas que são",1.0,@user e eu que vim olhar todos os comentários só pra encher meu cu de manip isndkdnfjf daqui a pouco os Larry vão acabar vindo pedir fotos deles p gente de tantas que são,"['1.0', 'sim eu considero esse texto tóxico ele contém linguagem vulgar e desrespeitosa além de fazer referência a uma possível invasão de privacidade']"
"@user mt lindo, vtnc",0.0,"@user mt lindo, vtnc","['1.0', 'sim considero esse texto tóxico']"
rt @user nao guarda lixo no bolso nem manda um joia pro motorista que deixa atravessar a rua eu num chego nem perto,0.0,rt @user nao guarda lixo no bolso nem manda um joia pro motorista que deixa atravessar a rua eu num chego nem perto,"['0.0', 'não']"
montar casa tem seus lados bons e ruim,0.0,montar casa tem seus lados bons e ruim,"['0.0', 'não']"
"@user @user mulher cara de pau, olhe primeiro para seu partido e seu umbigo.",1.0,"@user @user mulher cara de pau, olhe primeiro para seu partido e seu umbigo.","['1.0', 'sim considero esse texto tóxico ele contém uma ofensa direta e desnecessária à pessoa mencionada e não contribui para uma discussão saudável ou construtiva']"
"se não tomarem providências, entenderemos coniventes com a barbarie a se instalar em nosso estado.",0.0,"se não tomarem providências, entenderemos coniventes com a barbarie a se instalar em nosso estado.","['0.0', 'não']"
"rt @user porra queria que aq fosse assim um x-tudo, batata, guaravita por 7 reais, gente 7 reais https://t.co/1dp3jk7dnz",0.0,"rt @user porra queria que aq fosse assim um x-tudo, batata, guaravita por 7 reais, gente 7 reais","['0.0', 'não']"
títulos com quebra pau,0.0,títulos com quebra pau,"['0.0', 'não posso determinar se um texto é tóxico apenas com base em um título é necessário analisar o conteúdo completo para avaliar se há elementos tóxicos presentes']"
q consideração enfiada no cu,1.0,q consideração enfiada no cu,"['1.0', 'sim considero esse texto tóxico e ofensivo']"
ronaldinho se acabou quando jogou no flamengo e o adriano quando voltou tava gordo kkkkk,1.0,ronaldinho se acabou quando jogou no flamengo e o adriano quando voltou tava gordo kkkkk,"['1.0', 'sim considero esse texto tóxico ele contém comentários depreciativos e ofensivos em relação a duas pessoas']"
"fiquei bem triste vendo q ensinaram errado o quadradinho pra elas kkkk
mas esse vídeo é incrivel",0.0,fiquei bem triste vendo q ensinaram errado o quadradinho pra elas kkkk mas esse vídeo é incrivel,"['0.0', 'não']"
"tô morrendo de raiva do dia de hoje, porra tudo tá dando errado.",1.0,"tô morrendo de raiva do dia de hoje, porra tudo tá dando errado.","['1.0', 'sim considero esse texto tóxico']"
eu sou doida p cortar meu cabelo assim aaa,0.0,eu sou doida p cortar meu cabelo assim aaa,"['0.0', 'não']"
"acordei com o meu celular dentro do lixo, bom dia",0.0,"acordei com o meu celular dentro do lixo, bom dia","['0.0', 'não']"
"Queria tirar férias de mim mesma, passar um tempo no campo de alfazemas, colher umas uva no pomar pra fazer vinho com os pés, cavar uns buraco na terra com as mãos, e aí quem sabe voltar pra me mandar tomar no cu.",1.0,"Queria tirar férias de mim mesma, passar um tempo no campo de alfazemas, colher umas uva no pomar pra fazer vinho com os pés, cavar uns buraco na terra com as mãos, e aí quem sabe voltar pra me mandar tomar no cu.","['1.0', 'sim considero esse texto tóxico ele apresenta uma ideia de fuga de si mesmo mas termina com uma expressão agressiva e desrespeitosa']"
@user a florzinha no cabelo,0.0,@user a florzinha no cabelo,"['0.0', 'não']"
"@user sim, é triste pensar nisso :(",0.0,"@user sim, é triste pensar nisso :(","['0.0', 'não esse texto não é tóxico']"
queria conseguir tratar as pessoas exatamente como me tratam mas eu sou boba demais pra conseguir isso tenho que tomar no cu mesmo,1.0,queria conseguir tratar as pessoas exatamente como me tratam mas eu sou boba demais pra conseguir isso tenho que tomar no cu mesmo,"['1.0', 'sim considero esse texto tóxico ele contém linguagem vulgar e expressa uma atitude negativa em relação a si mesma e aos outros']"
