instagram_comments,offensive_language,offensiveness_levels,hate_speech
"Querida, miss universo deixou a anos de ser um concurso apenas de beleza! Eles avaliam muitas outras coisas.",0,0,0
"Infeliz, desgraçado...",1,1,-1
Diabo em pessoa esse ladrão safado,1,3,-1
👏👏👏👏Parabéns Ministra!,0,0,0
Quem conhece as Escolas militares sabe o valor que elas tem na formação de nossos jovens.,0,0,0
"Deus, tenha piedade da argentina",0,0,0
"Eu tenho ranço desse estocador de cocô, mas entendi o que ele quis dizer em relação à Roraima. A população desse estado teve muitos problemas com os imigrantes venezuelanos. Agora ele errou ao dizer, que um governo de esquerda na Argentina faria isso, está mais fácil a gente emigrar para lá se isso acontecer.",1,1,-1
"Tá feio e cansativo essa globo, claramente buscando ou plantando notícias falsas pra derrubar o governo",1,3,-1
"absurdo, porra aqui não e casa de veraneio. esses parlamentares tem que ser afastados, que palhaçada",1,1,-1
Vc tá na Bolívia?,0,0,0
Canalha,1,2,-1
Meu amor 😍,0,0,0
😡Bandido disfarçado de pastor,1,1,7
O miliciano mafioso está destruindo tudo e os alienados continuam defendendo esses pústulas!!!!,1,3,-1
Lula o melhor da história👏👏👏👏👏👏❤️❤️,0,0,0
E o trabalhador se tocou?ta ainda dormindo?,0,0,0
Tem mais maturidade que muitos presidentes!,0,0,0
Muito feliz com os avanços do país. Estamos em boas mãos.,0,0,0
QUANTO MAIS RIDICULA ESSA CRISI HOFFMANN PODE SER ! ELA MESMA SE SUPERA KKKKKK. O BICHA DOIDA.,1,2,-1
Muito triste.,0,0,0
Essa porra eh o diabo,1,1,-1
"Esse home.e ridiculo... Se a lei e para todos, ela merece ser aplicada em um caso desse!!!",1,1,-1
Charlatão..🤮,1,1,-1
"E muito lixo que se acha nesse país,",1,1,-1
Qual é a lei?,0,0,0
Ficam perdendo tempo com essa merda,1,2,-1
"E o Brasil virou um país governado pela ditadura militar, com o chefe @jairmessiasbolsonaro",0,0,0
Aguardando ansiosa para ver essa entrevista. 😍😍😍😍😍😍😍😍😍😍,0,0,0
Vc é a prova da lástima que a educação do Brasil está.,1,2,-1
Prostitutazinha da #globolixo vai se LASCAR,1,2,8
Processo nesses nojentos! #somostodosdamares,1,3,-1
Gente esse cara deve envergonhar até o Satanás.,1,3,-1
Parabéns aos envolvidos! Faz arminha e grita mito.,0,0,0
Meu sonho é ter um parente num colégio militar,0,0,0
"Nossa quantas pessoas serias aqui, q não fazem nada de errado e nunca riram de nada de errado...quantos anjos santidades...🙌👏😒",0,0,0
"Agora eu vou concordar com vc, os filhos estão atrapalhando a gestão do Pai. Infelizmente",0,0,0
Qual a droga que ele anda consumindo em? Pqp! 🤦,1,1,-1
"🇧🇷🇧🇷🇧🇷🇧🇷Deus no comando, dirigindo as mãos e a cabeça dos homens de ética e poder para agir em nosso País!!! #somostodasbolsonaro",0,0,0
E o petê?-desfoca o gado.,1,1,5
"Joice , gosto de vc ... mas ao que parece vc saiu um pouco da rota. Siga as condutas da Janaína. Não precisa concordar com tudo. Mas suas atuações estão bem tristes",0,0,0
Linda,0,0,0
So negros morrem no Brasil? Bandido nao escolhe cor!,0,0,0
Super concordo,0,0,0
Esse bolha falador de merdas já passou dos limites so5de ter nascido. 💩,1,3,-1
Compartilhei 👏🏻👏🏻 mas muitos não querem enxergar a realidade,0,0,0
# Lula livre,0,0,0
"Eu acho que o comenta do preside está correto, ele a chamou de pirralha no sentido do assunto ter recebido a atenção da mídia nacional, porém o brasileiro e tão idiota que estão dando a este assunto, até eu mesmo fazendo este comentário, uma importância tão grande que está atrapalhando o Brasil la fora, mais que o próprio comentário!",1,2,-1
@joicehasselmannoficial cada um colhe o que planta.,0,0,0
LIBERDADE TOTAL AO LULA,0,0,0
"Benedita, Perfeita do Rio de Janeiro!!! @ptbrasil novo, de novo!! #LulaLivre!!!",0,0,0
Psicopata cara de pau Usa as pessoas carentes pra roubar a nação,1,2,-1
Só orgulho do presidente 💙🇧🇷💚,0,0,0
Esses corruptos só vão parar quando começarem a morrer...um por um! Eles estão cavando a própria cova.,1,3,-1
lenantemo-nos todos e saiamos dessa emissora e desse devasso,1,1,-1
"Seria muito bom voltar a trabalhar e vc e ele ou quer quem seja, parar de fofoquinha",0,0,0
Ainda tem gente que defende um ser insignificante que escreve algo assim. #somostodosdamares. Esse energúmeno só possui merda na cabeça 😡,1,1,-1
Constrangedor,0,0,0
Kkkkkkkkklkkkkkk kkkkkkkkkkkkkkkkkkk toma sebosa kkkkkkkkkkkkkkkk,1,3,-1
"Espera aí a comemoração é sobre a invasão da Polônia, estão comemorando todo o genocídio que foi a invasão e tbm a segunda guera ????",0,0,0
"Triste isso....força e acabem com esse racista por falta de decoro, por violência e racismo declarado",0,0,0
Faz toda diferença,0,0,0
So fa dessa familia Bolsonaro👏👏❤️,0,0,0
Ícone!!!!!!,0,0,0
"Poderíamos te ter como nosso presidente. Se dependesse de mim, estaria lá. Infelizmente o povo fez essa lamentável escolha.",0,0,0
"Esse babaca está brincando com os Argentinos,os caras não arregaram para os Ingleses,ta querendo arrumar treta com os países vizinhos,e vai achar",1,2,-1
"Essa raca ordinaria nao tem o que fazer. Ganham uma fortuna as custas do povo. Ademais, dona Zambelli. A Joice defendeu o Bolsonaro em muitas ocasioes. Voces sao uns vadios desocupados que perdem o tempo fazendo provocacoes o tempo todo.",1,1,-1
"Deputada, esses criminosos não podem ficar impune com esse ato de racismo e vandalismo. Com a eleição da milícia, a Câmara parece que abriu espaço para os marginais e delinquentes. INACEITÁVEL que o Foro privilegiado seja proteção para os CRIMINOSOS.",0,0,0
"Acho que a verdade é o que prevalece sempre....acusou, tem que provar, se não provar, é no mínimo equívoco, senão....falso! Acho que não é tão ruim assim",0,0,0
Haddad!! Como seria otimo se ele fosse nosso presidente!! Nós estariamos esperançosos,0,0,0
Meu presidente e meu muso vegano 🧡,0,0,0
Acho que já passou da hora desse otário responder pelos desrespeito que ele comete... E ainda tem esses pais que colocam as crianças nessa situação por dinheiro ou por alguns minutos de fama ... lamentável,1,3,-1
"Essa senhora é uma vergonha para a classe jornalística, onde estavam os questionamentos dela qdo o Brasil era roubado descaradamente? Onde estão hoje os questionamentos dela qdo o STF quer soltar Lula e trocentos ladrões presos pela Lava Jato? VERGONHA👿",1,2,-1
"@lee_eid olha esse vídeo, desse vagabundo, o que a esquerda quer para nosso país!! Gostaria muito que visse, não seja enganada 😘",1,2,5
Bancada evangélica podre...,1,1,7
"Nossa ela é linda, maravilhosa 😍😍",0,0,0
"A imagem usada é o que, cambada de FDP. Vocês são os verdadeiros preconceituosos... usaram um negro vestido da bandeira do Brasil baleado e caído e um policial branco com arma na mão insinuando o que??? Cafajestes!!! Pilantras!!!",1,2,-1
"Vamos trabalhar? Ficar de picuinha não vai ajudar o Brasil, esquece essa cobra e siga em frente.",1,1,-1
Vou assistir,0,0,0
Fico feliz em saber! Você e João Gordo valem sempre a pena!,0,0,0
Ae @j.victors_ se liga nesse relato que aconteceu hoje...entendeu como é estar do lado amor e não ódio.,0,0,0
Todos dos lindos professores,0,0,0
Janaína porque vice quer calar o filho do presidente. Não é democracia?,0,0,0
Dois grandes ❤️,0,0,0
A Globo e sua trupe de apresentadores não cansam de passar recibo de idiotas desonestos da desinformação. Aí tomam invertida ao vivo!🤣🤣🤣🤣,1,3,-1
A LUTA CONTINUA 🕊🕊L.L.,0,0,0
"Bando de desgraçados, que só querem que o Brasil seja uma Venezuela. Será que não tem alguma forma de banir estes fdp.",1,1,-1
As falas dizem o que realmente querem dizer.,0,0,0
Muito vaidosa e cheia de si... vai trapacear quem puder.,1,2,-1
Porque é bandida igualmente a o presidiário cachaceiro do Lula,1,3,-1
"😂😂😂😂...a criatura se lascou!!! Vá se informar , vá!",1,2,-1
O nojo,1,2,-1
Ministra Damares vc é a melhor!!!!!! Parabéns👏👏👏,0,0,0
Merece! Saudações gaúchas!✊🏻❤️,0,0,0
De pleno acordo !,0,0,0
Estamos começando colher bons frutos ...seguimos confiando q apesar do congresso inteiro em.oposicao....chegaremos lá,0,0,0
"Veta tudo pois no abuso de autoridade eles TB vão derrubar eu sou a favor do ART 142 fecha esta merda cara e o STF caro também. Coloca uma base militar forte das três armas na cabeça do cachorro e vamos explorar tudo junto com nossos índios e exilar todos os traidores para cuba Venezuela limpa o Brasil dos anti patriotas a prisão perpétua para todos os ladrões do dinheiro público, Lula Cabral aí vai",1,1,2
Que devolva a propina e pare de se meter onde nao foi chamada brachelenta!,1,2,-1
O que esperar de um NAZISTA?,1,3,-1
joice nao paga de palhaça,1,2,-1
@jairmessiasbolsonaro @bolsonarosp venha visitar o CM de campo grande MS.,0,0,0
Qual nome do Filme?,0,0,0
"Daqui a pouco o povo brasileiro que vai migrar pra outros lugares, migração em massa. Com esse governo ridículo autoritário e idiota.",1,1,-1
Concordo,0,0,0
Muita honra tua participação na sessão e recebê-lo na Embaixada da Polonia para um almoço! Grande abraço.. @bolsonarosp,0,0,0
Aí que tudooooooooo 👏👏👏,0,0,0
"Participei de uma palestra do Luiz Rabi, Serasa, e fquei muito contente e otimista com o que vi 👏👏. Fruto do grande trabalho que o governo vem fazendo 💪.",0,0,0
Se o patrão falou que é pirralha tá falado.,1,1,-1
"Concordo plenamente! Se não temos argumentos que possam contribuir para o crescimento do país e a paz social, devemos calar-",0,0,0
Pena que vc foi pro lado errado,0,0,0
Vc é uma merda caroneira,1,3,-1
Triste😢,0,0,0
Que lindas as crianças muito bem trajadas!!!,0,0,0
Fora Bozo Imbecil Idiota Nojento Calculista vai procurar tua turma de Doido...,1,3,-1
"Concordo c quase todas as suas visões, mas ser contra o concurso de blz me parece um pouco de radicalismo q não combina com o viés progressista q se propõe. Prefiro ver o concurso como uma forma de se valorizar a beleza feminina. A vitória de uma negra é um alento ao momento complicado q vivemos.",0,0,0
Vc me representa deputada Benedita👏👏👏👏👏💕💕💕💕💕🇧🇷🇧🇷🇧🇷🇧🇷,0,0,0
😡😡😡 Gente o que o povo tá esperando pra tirar esse Satanás do poder meu Deus,1,3,-1
"Lindos, parabéns👏👏👏👏 amo❤️",0,0,0
Oh escória!!,1,1,-1
#GloboLixo,1,2,-1
Por isso que Lula e Dilma não tinham familiares na política.,0,0,0
Meu filho tirou foto contigo!!! Obrigada pela atenção!!!,0,0,0
Os minions estão gostando.,0,0,0
"Sabe nem escrever direito, professor jumento",1,3,-1
Cara pálida devolve o dinheiro a propina para o Brasil então,1,2,-1
Pena da de vc devolva o que nunca foi teu,1,1,-1
Nosso futuro Presidente!,0,0,0
Hipocrisia esquerdopata oportunista,1,3,5
"Eu sempre falo, presidente, tem que começar a agir, não mais pela a emoção e sim pelo trabalho, eu acho que já está na hora de parar os filhos dele, pois cada declaração dessa é mais motivo pro povo quere apoiar a esquerda, ele ta vendo que no Chile, tá incontrolável, a Argentina colocou um esquerdista novamente no poder. Então tá na hora de parar com a língua, é trabalhar mais!",0,0,0
Acabou de perder um voto,0,0,0
Amado,0,0,0
Cristina neles !!!!!!!!!,0,0,0
Velho Babão,1,2,-1
"A gente não precisa da sua pena, tenha pena do seu país que não tem florestas!!!",0,0,0
Tem que prender por incitação a violência.,1,3,-1
Fora demonio💩💩💩💩💩💩💩,1,2,-1
"Mas ela não passa de uma pirralha, nascida em berço de ouro e patrocinada por pessoa mal intencionadas. Só não vê quem não pesquisa",1,1,-1
"A lei do retorno, não falha. Aqui se faz aqui de paga",0,0,0
Eu só queria que a Maísa desse um pé na bunda desse nojento! Uma rainha daquelas❤️,1,1,-1
Esquerdista.,1,2,5
"Janaína Paschoal tem razão, os filhos do presidente tem que pensar pra falar, o pai está sofrendo por causa dos filhos! Põe uma trava na língua!",0,0,0
Avante 🏆🇧🇷👏,0,0,0
Só resta aceitar Sr Caga pela boca.,1,1,-1
Como compartilhar,0,0,0
Até quando vamos aguentar esse ladrão solto incitando o terror !,1,2,-1
E AI JUMENTO? HAHAHA TU É BURRO HEIN MANO?,1,2,-1
"Dra Janaína sou seu fã, é verdade ou ilação o comentário do filho do Presidente, se vocês não falam e nem alertam? Alguém tem que ter coragem para falar o óbvio.😎",0,0,0
FDP ESSES DEPUTADOS E SENADORES TRAIRAS,1,3,-1
Velho maluco tem que botar para a cadeia.,1,2,-1
Penso assim e to feliz pelo mesmo motivo. @giolaurenti tu lembra que falamos isso uma vez sobre o Mister?,0,0,0
Lulla é um fóssil político!,1,3,-1
"VÁ TRABALHAR MINHA SENHORA, PROPAGANDA NÃO LHE CAI BEM....",1,2,-1
Eita...vamos bombar essa entrevista!👏👏👏👏,0,0,0
Dois seres humanos incríveis e queridos.,0,0,0
Aproveite a nave e vai p inferno! Leva seu amigo junto,1,1,-1
Gostoso te amo,0,0,0
Haddad o melhor,0,0,0
Eu acho é pouco quem mandou fazer arminha🤣🤣🤣🤣,0,0,0
"Quem não está comigo, está contra mim! Quem comigo não ajunta, espalha!",0,0,0
E tem idiota que acha graça nisso e ainda aplaude..nojo desse velho porco,1,3,-1
Bachelet está com pena é dela não receber mais dindin dos nossos impostos. Hipócrita corrupta!...😎😎😎😎,1,2,-1
Eu só digo a Sra e maior que esses idiotas fique em paz seu coraçăo é puro,1,3,-1
Parabéns!,0,0,0
"Parabens ministro Fschin, se o sr pudesse mandar logo esse lulopetista logo para o presidio, seria muito bom mesmo",1,2,5
Parabéns professor ! Merecido 👋👋👋,0,0,0
"@fernandohaddadoficial que foto!! Todos os dias que entro no Campus do IFBA Porto Seguro, passo pela placa com os nomes do @lulaoficial e o seu, sorrio de alegria e gratidão por estar finalmente cursando o ensino superior... Saudades de quando vc era nosso Ministro da Educação. Gratidão. 💙✊",0,0,0
Professor...parabéns! 💫🌹,0,0,0
Não tem o que discutir!! Lindíssima! E que discurso!! 👏,0,0,0
"O mais engraçado é que o povo vem aqui criticar o socialismo (regime de outros paises, nunca no Brasil) e a 7nica coisa que sabem é que no socialismo vc trabalha para todos, que tem que dividir e se irrritam com isso....qdo vc vai ver a vida da pessoa, ela nao tem nada pra dividir, sairia ganhando num sistema socialista e nem sabe kkkkkkk. Só para sossegar os bobinho de plantao... Brasil é um pais capitalista...e programas sociais não é socialismo...talkey?",0,0,0
Mais que merecido lindo 💝,0,0,0
#lulapreso,1,2,5
"Um governo que tem medo de participar de debates politicos, é porque não tem projetos para o país, e está aliado com aqueles que tenta comprar o património nacional e transformar esse país em uma colônia.",0,0,0
Hitler e Stálin tb já foram capa da Times por serem escolhidos personalidade do ano,0,0,0
É sério isso? Invasão da Alemanha nazista na Polônia?,0,0,0
"Ele vai voltar pro xilindró!!! Kkkkk Wuero ver o “belzebu” mandar os otarios partirem pra vandalização do Brasil, como está acontecendo no Chile, estando trancafiado!!!",1,2,-1
Esse velho tá louco,1,2,-1
Lula está em todos os rolos...já nasceu safado,1,2,-1
E graças as lutas de muitas o Miss Universo tá deixando de ser um concurso somente de beleza.,0,0,0
Quanta besteira dita por este imbecil.,1,2,-1
"Canalhice, RACISMO NUNCA MAIS.",1,3,-1
Mais um projeto de esquerdista dominada pelo ódio.,1,2,5
Plano da esquerda foi é e será sempre críticar não nunca teve um plano de governo único plano era como roubar .,1,2,5
"Mulher como você que queremos para nós representar! Forte, guerreira e muito inteligente admiração eterna.#somosumaso",0,0,0
"Se caducou, deve ser afastado e tratado. Não sabe o que fala.",1,1,-1
É de esquerda? Sem explicações.,0,0,0
Da forma que andam as coisas o presidente está se tornando uma rainha da Inglaterra 😘,0,0,0
Odeio ele,1,2,-1
"E a reforma politica, são 70.794 politicos, e um custo de 128 bilhoes ao ano ao🇧🇷, se a reforma da previdencia era tão importante, a politica tbm é necessaria.",0,0,0
Vcs são bandidos sua pilantra vcs roubaram saquearam o país,1,3,-1
Pega seu dinheiro comunista de merda e da pra ela 😂😂😂😂😂,1,1,5
Bora fazer arminha👏👏👏👏👏👏o povo sempre terá o governo que merece.,0,0,0
Merecedor!,0,0,0
"Que ridículo!! Coisas de ministro do STF Dias Tofolli e Alexandre de Moraes para calar a população tendo em vista das notícias sobre eles publicadas, que de fake não tem nada!! #lavatoga #forastf #lavajato",1,3,-1
Por que você não pede consultoria pra ela te ensinar a fazer política?,0,0,0
Nojento!!!! Ninguém vai fazer nada??? Vai ficar por isso mesmo???,1,2,-1
QM deve teme.. UM ESTADO COMUNISTA E NAZISTA AGE IGUAL.. ACABEI LEMBRANDO D MADURO E DE CUBA..😂😂😂,1,2,-1
VÃO TRABALHAR VAGABUNDOS,1,1,-1
Perfeito 👏,0,0,0
Prejudicando o meio ambiente de novo ??! 🤪,0,0,0
Até quando o STF vai trabalhar contra o país?,1,2,-1
Mérito de que essa carniça,1,1,-1
"Vão colocar a #globolixo, #bandlixo e #folhadesaopaulolixo na cadeia?",1,3,-1
Ora se é...alguém duvida?,0,0,0
Eita que vai ter petistas presos a bambam.,1,1,5
Que@ sabe as coisas mudam é isso seja natural em tds os aspectos 🙏,0,0,0
Meu presidente( gato) 👊👊👊👊👏👏👏👏👏,0,0,0
Essa mãe tinha que ter virado a mão na cara desse velho nojento!,1,2,-1
Sou fã incondicional dos dois.,0,0,0
@yurikairos_ vagabunda e se diz pastor tem nem vergonha,1,2,8
Esse é o meu Presidente muito orgulho !!!🙌🇧🇷🇧🇷🙏,0,0,0
Moro coloca este bandido na cadeia por favor . Cadê os filhos dele que não apareceu pra encontrar o pai ?🤡🤡🤡🤡,1,3,-1
Esses de fato nos representam! 👏👏👏👏👏👏,0,0,0
ENTREVISTA PERFEITA,0,0,0
Tem que retribuir aí ataque mesmo @carla.zambelli .Estamos com vc.,0,0,0
De roubo PT entende né.....da uma dicas #gleisihoffmannnacadeiajá #gleisiterrorista #GleisiDesesperada,1,2,5
Foi um desrespeito aos policiais. Policiais são heróis. Respeitem quem luta contra o crime. Babdido negro pode? Tenha dor!,0,0,0
"Obrigado excelência, muito obrigado esse safado saquiou nosso Brasil 👏👏👏👏👏👏",1,1,-1
E eu já estou esperando o Bolsonaro no mais você pq segundo Ana Maria Braga o Brasil está em desenvolvimento e por isso ela não consegue entender a situação do Rio de Janeiro. # Ancioso,0,0,0
👏👏👏👏👏👏👏👏❤️ Sensatez! Essa é a palavra de ordem!,0,0,0
Parabéns 👄👏👏👏👏,0,0,0
Como é que pode um cara desses falando do juiz Moro? Falta de respeito. Devia criar vergonha na cara,1,1,-1
"vamos acabar com este STF , senado , vamos povo tá na hora de mostrar a força , vamos exército nos ajudem",1,1,2
Parabéns! 👏👏👏💪😍,0,0,0
"Esse lula é um demônio,tem que ser preso novamente 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮",1,3,-1
Pela alegria nos restaurantes e nos shoppings parece que é bem mais de 60%,0,0,0
Seriedade e trabalho,0,0,0
Nunca houve dúvidas por partes dos sensatos e consciente s,0,0,0
"Essa emissora está indo para o buraco , cavado por eles mesmos , não noticiam a verdade , os apresentadores se lambuzam com o próprio veneno e acontece isso ao vivo !🤢🤮",1,1,-1
Fato!,0,0,0
"Onde chegamos, sonho o dia de ver esse M fora de Brasília",0,0,0
Orgulho precede a queda. A humildade é a antessala do sucesso. O inteligente erra para aprender enquanto que o sábio aprende observando os erros alheios.,0,0,0
Comunista lixo!,1,1,5
Que os 2 vão para o raio que os parta.,1,2,-1
E ele sabe onde fica Roraima?,0,0,0
#A luta não pode parar👏👏,0,0,0
"👏👏👏, mais uma p thurma dos lisos q votaram nele",0,0,0
Dois maravilhosos 😍❤️,0,0,0
"Aqui , não ligo a Globo...mentirosa e articuladora do mal..",1,1,-1
Canalhada,1,1,-1
Pq essas merdas são votadas rapidinho e coisas importantes não são 😡,1,2,-1
Chupa pobre de direita!!!!🤣🤣,1,1,5
Desgraça que foi escolhida pelo povo para atrazar suas vidas,1,2,-1
👏👏👏 PARABÉNS professor Haddad.,0,0,0
"Gente , pelo amor de Deus..",0,0,0
Todos sem vergonha cupado e o povo que ELEGERÃO,1,2,-1
Como sei o que ela esta sentindo. Força Ministra Deus ergueu a senhora para um propósito maior. 💪🇧🇷 #somostodosdamares,0,0,0
As vezes tem pessoas com espirito inflexível não saber escutar precisa apanhar para amadurecer .,0,0,0
"Aqui em Vitória o comércio está aquecido, os shoppings cheios de pessoas com sacolas nas mãos, várias lojinhas sendo abertas...otimismo e esperança 👏👏",0,0,0
Imundice é o termo.🤮🤮🤮,1,1,-1
🐭 rato descarado 🐭🐭🐭,1,2,-1
Oh diabo doido!,1,1,-1
Credo,1,1,-1
Entrevista foi show! ❤️❤️❤️,0,0,0
Adorooooo!!!,0,0,0
"Qualquer coisa que alguém da direita disser será desvirtuado para ser usado pela esquerda pra atacar. Ele citou um exemplo histórico que nós não queremos de volta mas pra isso o Brasil tem que se preparar, coisa que não fez na década de 60.🇧🇷",0,0,0
Para bens Benedita pelo proniciamento,0,0,0
2022 estamos com você professor vc e o cara 👏👏👏👏,0,0,0
Bem estar social está na nossa constituição no ART 5. Acho que o nome dado lá é de direitos fundamentais.,0,0,0
Deus acima de tudo!!!,0,0,0
"Sou obrigado a concordar @joicehasselmannoficial e @janainacpaschoal infelizmente os filhos tem prejudicado e muito o pai, torço muito pelo governo do @jairmessiasbolsonaro pois acredito que ele pode levar o Brasil para novos rumos, mas Jair manda seus filhos calarem a boca, já virou um saco a ptzada de mimi usando as falas deles pra deturpar o bom andamento das coisas, nós agradecemos imensamente🙌🙌🙌",0,0,0
Jornalistas são uns abutres que cruzaram com porcos. Chafurdam na lama sempre.,1,3,-1
"@iltonh Acho q vc esta chamando a pessoa errada, ou ñ?",0,0,0
maravilhosaaa 👏👏👏👏👏,0,0,0
Isso não tem fim 🤦‍♀️,0,0,0
Deus é com tigo,0,0,0
Todos farinha do mesmo saco ...os que pensam q não são logo mais será... infelizmente 😠,0,0,0
Ele está certo. Vai ter um monte de argentino faminto invadindo aqui,1,1,9
Me fez lembrar da época de Cristo onde o povo preferiu libertar barrabas ao invés de Cristo só muda os tempo o povo e o mesmo preferindo o errado,0,0,0
Então a #Globo vai toda presa,1,1,-1
Falou o representante de Cristo no congresso! - mequetrefe do caralho!,1,1,-1
Que homem! 💖😘,0,0,0
Vergonha!,1,1,-1
#Globolixo,1,1,-1
Sua TONTA SAFADA,1,3,8
Os filhos do Bolsanario não merece este pai,0,0,0
C Í N I C A,1,2,-1
Haddad presidente. Lindo inteligente educado e perfeito.,0,0,0
"Discordo, se ele se calar por causa da esquerda, ele estará se submetendo à censura dela!! Ele deve continuar.",0,0,0
Vão para o inferno!👿,1,3,-1
De onde você tirou esta informações eu procurei em todas redes social e não encontrei nada poderia informar suas fontes como link da matéria ou página do processo,0,0,0
Estão querendo prender Lula de novo.,0,0,0
Ptistas Lixos 💩,1,1,5
Nojo desse homem 🤮🤮🤮,1,2,-1
"@dtgularte não sei nem o que dizer, apenas sentir",0,0,0
Larápio canalha,1,3,-1
#LulaEmPresidioComum #JoiceNuncaMais,1,1,-1
"Fico me perguntando o quê de grave, como perdas de garantias individuais e coletivas e à soberania, estarão ocultando os parlamentares ao repercutirem com grande ênfase nas redes Sociais a atitude racistas do coronel deputado. #PL2418não",0,0,0
"Deus há de permitir que o Sr em 2022,seja nosso presidente, que não façam o mesmo que fizeram com Lula#13❤️",0,0,0
Ao menos 1 pensa com sensatez,0,0,0
Cadelinha de estimação da lixo,1,2,8
Ai quem me dera,0,0,0
"O Senhor Jesus Cristo tem poder, para nos guarda de todo mal. O nosso Brasil e do Senhor Jesus",0,0,0
Ele não mentiu... Só tem coragem de falar o que bandido de colarinho branco tem medo... Querem calar o rapaz pq ele nos ajuda a pensar que há muitas alternativas pra combater bandidos e gente sem vergonha e corrupta. E pq não pensar? ou falar sobre É crime? Falar sobre algo que aconteceu?,0,0,0
@carla.zambelli enquanto vc apoiar meu presidente eu tô contigo... E joissi q se lasque para lá com as paranoias e mentiras dela!,1,1,-1
Viva o Mito,0,0,0
não vejo preconceito,0,0,0
Tinha que quebrar o quadro era na cara de quem pintou...bando de hipócritas quando tomam um susto corre para procurar a polícia !!!,1,3,-1
Sério isso .... Ele é doido,1,3,-1
Esse imbecil não cansa se falar asneiras🤮🤮🤮🤮,1,3,-1
Então pode começar pela SEITA PT.,1,1,5
"Vale lembrar q a vitória não será (apenas) de Cristina, será primeiramente de Alberto e mais ainda da esquerda. E Cristina diferente do líder daqui não foi egoísta e soube ceder e ter humildade de reconhecer o alto índice de rejeição que podia ter, e colocou em primeiro lugar o país e não a pessoa ou o partido. Que saibamos aprender!",0,0,0
Nojenta! Lava a boca pra falar do nosso Presidente!,1,2,-1
Que demais. Do lado de Paulo Freire. Que honra! ❤️,0,0,0
Parabéns pela merecida medalha meu Presidente,0,0,0
Lindos!❤️,0,0,0
Greta chuck precisa arrumar um namorado.,1,2,8
"Eu tenho pena do Brasil, pois com o PT no poder todos os corruPTos do mundo tiraram vantagem das nossas riquezas. Inclusive essa hipócrita amiga da Dilma.🤔",1,2,5
parabéns! 😍😍,0,0,0
Então... até quando o brasileiro vai aguentar?,0,0,0
Amigo só esqueceu de focar,0,0,0
Eu acho que tem que fortalecer até aonde o defunto tem força!!!!,0,0,0
"E corrupcao e o que, que matou milhares de brasileiros com roubalheira do dinheiro do povo?",1,2,-1
PT quadrilha unida,1,2,5
Imbeciloide esse homi.,1,2,-1
Meu Deus!! Isso já é motivo de sobra para esse verme voltar para a jaula!,1,1,-1
Parabéns! A entrevista na rádio Guaíba também esteve muito boa. 🌻,0,0,0
Parabéns,0,0,0
@gretathunberg lixo humano financiada por petróleo de países que tem ditador e o povo vive na guerra ou na miséria,1,3,-1
@incriveislugares2 Engano seu! Isso é coisa da direita burra q fica querendo mostrar q escolheu o lado certo,1,3,5
Vc é desequilibrado cara...sem moral algum para quem realmente se importa com o Brasil...pena do seu pai que tem um filho burro igual a vc... até onde vc vai parar tentar querer impor as coisas???,1,1,-1
Oba!!,0,0,0
Até que enfim!,0,0,0
Mais noção que o bozo,1,2,-1
escolhida por quem ?? pela a midia esquerdista heheh ai e facil,0,0,0
E salário mínimo diminuiu.,0,0,0
Os lixos de sempre.,1,1,-1
"Não, Janaina a arrependida cruela, a esquerda tem argumentos porqud a direita brasileira é escrota, com rarissimas exceções...",1,2,5
Maravilhosa ❤,0,0,0
Globo lixo!!!!!!!!!!!,1,3,-1
"Não é possível que vai sair p prefeito , queremos vc presidente !",0,0,0
Pirralha mesmo. Tá achando ruim? Você é pior que ela. Quem se curva ao globalismo é pior que merda de porco.,1,1,-1
"Meu ídolo, a esperança para nos salvar da insanidade desse presidente idiota. @fernandohaddadoficial",1,1,-1
Nojo!,1,2,-1
Ao contrário daqui o povo argentino acordou!,0,0,0
Estes filhos do Bolsonaro podiam ficar quietos ne? Ajudaria muito!,0,0,0
Lamentável ver esse tipo de coisa acontendo,0,0,0
Lula persedente 2022,0,0,0
Maldito😒😠😠,1,2,-1
Viva Paulo Freire! Viva a educacão,0,0,0
Tem q aprender a roubar com vcs do pt... vcs são mestres,1,1,5
Grande encontro!,0,0,0
Inacreditável!!!😪😪😪,0,0,0
Maravilhosos,0,0,0
Essa massa merece,0,0,0
Parabéns! MEU FUTURO PRESIDENTE.,0,0,0
Só os cvcardes combinam com esse expediente!,1,1,-1
Estou assistindo ❤️,0,0,0
Desgracados ! Como alguém vota num bando desse?,1,3,-1
Parabéns👏👏👏,0,0,0
@fernandohaddadoficial vcs precisam fazer um ato em defesa da Amazônia que continua pegando fogo. Algo precisa ser feito. A situação é desesperadora! 😔,0,0,0
É muito mimi. Sem noção 🙄,1,3,-1
Vc realmente e uma vergonha Joice lamentável as tuas atitudes vc vai colher o que está plantando,1,2,-1
Quem não têm caráter é contra o presidente Bolsonaro,1,2,-1
Parabéns!,0,0,0
Ele faz isso pq na verdade a familia dele nunca trabalhou de verdade...principalmente ele,0,0,0
Essa deputada tem que ser contida por alguém.,0,0,0
Eleição passada foi Livramento! Glórias a Deus!,0,0,0
